"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Thurston","Fire Protection District No. 08 - South Bay Proposition No. 1 - Excess Levy for Maintenance and Operations","Yes"," ","4966","60.3256","Fire"
"Thurston","Fire Protection District No. 08 - South Bay Proposition No. 1 - Excess Levy for Maintenance and Operations","No"," ","3266","39.6744","Fire"
"Thurston","WEST THURSTON  REGIONAL FIRE AUTHORITY LITTLEROCK Proposition No. 1 - Property Tax for Fire Maintenance and Operation","Yes"," ","3056","53.3799","Fire"
"Thurston","WEST THURSTON  REGIONAL FIRE AUTHORITY LITTLEROCK Proposition No. 1 - Property Tax for Fire Maintenance and Operation","No"," ","2669","46.6201","Fire"
"Thurston","WEST THURSTON  REGIONAL FIRE AUTHORITY ROCHESTER Proposition No. 1 - Property Tax for Fire Maintenance and Operation","Yes"," ","3686","55.2955","Fire"
"Thurston","WEST THURSTON  REGIONAL FIRE AUTHORITY ROCHESTER Proposition No. 1 - Property Tax for Fire Maintenance and Operation","No"," ","2980","44.7045","Fire"
"Wahkiakum","Washington State Initiative Measure No. 2066","Yes"," ","1731","59.0987","State Executive"
"Wahkiakum","Washington State Initiative Measure No. 2066","No"," ","1198","40.9013","State Executive"
"Wahkiakum","Washington State Initiative Measure No. 2109","Yes"," ","1269","42.6698","State Executive"
"Wahkiakum","Washington State Initiative Measure No. 2109","No"," ","1705","57.3302","State Executive"
"Wahkiakum","Washington State Initiative Measure No. 2117","Yes"," ","1441","49.2818","State Executive"
"Wahkiakum","Washington State Initiative Measure No. 2117","No"," ","1483","50.7182","State Executive"
"Wahkiakum","Washington State Initiative Measure No. 2124","Yes"," ","1301","45.5851","State Executive"
"Wahkiakum","Washington State Initiative Measure No. 2124","No"," ","1553","54.4149","State Executive"
"Wahkiakum","United States President/Vice President","Kamala D. Harris / Tim Walz","Democratic Party Nominees","1204","39.3207","Federal"
"Wahkiakum","United States President/Vice President","Donald J. Trump / JD Vance","Republican Party Nominees","1757","57.3808","Federal"
"Wahkiakum","United States President/Vice President","Robert F. Kennedy Jr. / Nicole Shanahan","We The People Party Nominees","51","1.6656","Federal"
"Wahkiakum","United States President/Vice President","Jill Stein / Rudolph Ware","Green Party Nominees","13","0.4246","Federal"
"Wahkiakum","United States President/Vice President","Claudia De la Cruz / Karina Garcia","Socialism and Liberation Party Nominees","4","0.1306","Federal"
"Wahkiakum","United States President/Vice President","Rachele Fruit / Dennis Richter","Socialist Workers Party Nominees","1","0.0327","Federal"
"Wahkiakum","United States President/Vice President","Joseph Kishore / Jerry White","Socialist Equality Party Nominees","1","0.0327","Federal"
"Wahkiakum","United States President/Vice President","Chase Oliver / Mike ter Maat","Libertarian Party Nominees","15","0.4899","Federal"
"Wahkiakum","United States President/Vice President","Cornel West / Melina Abdullah","Justice For All Party Nominees","2","0.0653","Federal"
"Wahkiakum","United States President/Vice President","Shiva Ayyadurai / Crystal Ellis","Independent Candidates","5","0.1633","Federal"
"Wahkiakum","United States President/Vice President","WRITE-IN"," ","9","0.2939","Federal"
"Wahkiakum","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","1305","44.1774","Federal"
"Wahkiakum","United States U.S. Senator","Dr Raul Garcia","(Prefers GOP Party)","1641","55.5518","Federal"
"Wahkiakum","United States U.S. Senator","WRITE-IN"," ","8","0.2708","Federal"
"Wahkiakum","CONGRESSIONAL DISTRICT 3 U.S. Representative","Marie Gluesenkamp Perez","(Prefers Democratic Party)","1415","46.8078","Congressional"
"Wahkiakum","CONGRESSIONAL DISTRICT 3 U.S. Representative","Joe Kent","(Prefers Republican Party)","1598","52.8614","Congressional"
"Wahkiakum","CONGRESSIONAL DISTRICT 3 U.S. Representative","WRITE-IN"," ","10","0.3308","Congressional"
"Wahkiakum","Washington State Governor","Bob Ferguson","(Prefers Democratic Party)","1158","38.4845","State Executive"
"Wahkiakum","Washington State Governor","Dave Reichert","(Prefers Republican Party)","1845","61.3161","State Executive"
"Wahkiakum","Washington State Governor","WRITE-IN"," ","6","0.1994","State Executive"
"Wahkiakum","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","1137","38.5163","State Executive"
"Wahkiakum","Washington State Lt. Governor","Dan Matthews","(Prefers Republican Party)","1811","61.3482","State Executive"
"Wahkiakum","Washington State Lt. Governor","WRITE-IN"," ","4","0.1355","State Executive"
"Wahkiakum","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","1195","40.6601","State Executive"
"Wahkiakum","Washington State Secretary of State","Dale Whitaker","(Prefers Republican Party)","1742","59.2719","State Executive"
"Wahkiakum","Washington State Secretary of State","WRITE-IN"," ","2","0.0681","State Executive"
"Wahkiakum","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","1184","40.5341","State Executive"
"Wahkiakum","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","1735","59.3975","State Executive"
"Wahkiakum","Washington State State Treasurer","WRITE-IN"," ","2","0.0685","State Executive"
"Wahkiakum","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","1191","40.8156","State Executive"
"Wahkiakum","Washington State State Auditor","Matt Hawkins","(Prefers Republican Party)","1724","59.0816","State Executive"
"Wahkiakum","Washington State State Auditor","WRITE-IN"," ","3","0.1028","State Executive"
"Wahkiakum","Washington State Attorney General","Pete Serrano","(Prefers Republican Party)","1762","60.3425","State Executive"
"Wahkiakum","Washington State Attorney General","Nick Brown","(Prefers Democratic Party)","1156","39.589","State Executive"
"Wahkiakum","Washington State Attorney General","WRITE-IN"," ","2","0.0685","State Executive"
"Wahkiakum","Washington State Commissioner of Public Lands","Jaime Herrera Beutler","(Prefers Republican Party)","1935","65.6823","State Executive"
"Wahkiakum","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","985","33.4352","State Executive"
"Wahkiakum","Washington State Commissioner of Public Lands","WRITE-IN"," ","26","0.8826","State Executive"
"Wahkiakum","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","1056","41.7887","State Executive"
"Wahkiakum","Washington State Superintendent of Public Instruction","David Olson"," ","1456","57.6177","State Executive"
"Wahkiakum","Washington State Superintendent of Public Instruction","WRITE-IN"," ","15","0.5936","State Executive"
"Wahkiakum","Washington State Insurance Commissioner","Patty Kuderer","(Prefers Democratic Party)","1134","39.375","State Executive"
"Wahkiakum","Washington State Insurance Commissioner","Phil Fortunato","(Prefers Republican Party)","1743","60.5208","State Executive"
"Wahkiakum","Washington State Insurance Commissioner","WRITE-IN"," ","3","0.1042","State Executive"
"Wahkiakum","Legislative District 19 State Senator","Jeff Wilson","(Prefers Republican Party)","1881","63.376","Legislative"
"Wahkiakum","Legislative District 19 State Senator","Andi Day","(Prefers Democratic Party)","1084","36.5229","Legislative"
"Wahkiakum","Legislative District 19 State Senator","WRITE-IN"," ","3","0.1011","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 1","Jim Walsh","(Prefers Republican Party)","1853","62.4958","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 1","Mike Coverdale","(Prefers Democratic Party)","1111","37.4705","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 1","WRITE-IN"," ","1","0.0337","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 2","Joel McEntire","(Prefers Republican Party)","1928","65.0912","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 2","Terry Carlson","(Prefers Democratic Party)","1032","34.8413","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 2","WRITE-IN"," ","2","0.0675","Legislative"
"Wahkiakum","Wahkiakum Commissioner #1","Lee Tischer","(Prefers Independent Party)","1829","62.0842","County"
"Wahkiakum","Wahkiakum Commissioner #1","Mike Backman","(Prefers Republican Party)","1060","35.981","County"
"Wahkiakum","Wahkiakum Commissioner #1","WRITE-IN"," ","57","1.9348","County"
"Wahkiakum","Wahkiakum Commissioner #2","Dan Cothren","(Prefers Independent Party)","2158","95.2339","County"
"Wahkiakum","Wahkiakum Commissioner #2","WRITE-IN"," ","108","4.7661","County"
"Wahkiakum","SUPREME COURT Justice Position #02","Sal Mungia"," ","792","33.2075","Judicial"
"Wahkiakum","SUPREME COURT Justice Position #02","Dave Larson"," ","1576","66.0797","Judicial"
"Wahkiakum","SUPREME COURT Justice Position #02","WRITE-IN"," ","17","0.7128","Judicial"
"Wahkiakum","SUPREME COURT Justice Position #08","Steve Gonzalez"," ","1890","98.029","Judicial"
"Wahkiakum","SUPREME COURT Justice Position #08","WRITE-IN"," ","38","1.971","Judicial"
"Wahkiakum","SUPREME COURT Justice Position #09","Sheryl Gordon McCloud"," ","1866","98.0042","Judicial"
"Wahkiakum","SUPREME COURT Justice Position #09","WRITE-IN"," ","38","1.9958","Judicial"
"Wahkiakum","Court of Appeals, Division 2, District 3 Judge Position 1","Bernard F. Veljacic"," ","1857","98.0465","Judicial"
"Wahkiakum","Court of Appeals, Division 2, District 3 Judge Position 1","WRITE-IN"," ","37","1.9535","Judicial"
"Wahkiakum","Pacific, Wahkiakum Superior Court Judge Position 1","Donald J. Richter"," ","2031","97.9267","Judicial"
"Wahkiakum","Pacific, Wahkiakum Superior Court Judge Position 1","WRITE-IN"," ","43","2.0733","Judicial"
"Wahkiakum","PUBLIC UTILITY DISTRICT COUNTYWIDE Commissioner #2","Robert L. Jungers","(States No Party Preference)","1970","96.1914","Public Utility"
"Wahkiakum","PUBLIC UTILITY DISTRICT COUNTYWIDE Commissioner #2","WRITE-IN"," ","78","3.8086","Public Utility"
"Walla Walla","Washington State Initiative Measure No. 2066","Yes"," ","16422","57.7142","State Executive"
"Walla Walla","Washington State Initiative Measure No. 2066","No"," ","12032","42.2858","State Executive"
"Walla Walla","Washington State Initiative Measure No. 2109","Yes"," ","11783","40.9274","State Executive"
"Walla Walla","Washington State Initiative Measure No. 2109","No"," ","17007","59.0726","State Executive"
"Walla Walla","Washington State Initiative Measure No. 2117","Yes"," ","13438","47.1079","State Executive"
"Walla Walla","Washington State Initiative Measure No. 2117","No"," ","15088","52.8921","State Executive"
"Walla Walla","Washington State Initiative Measure No. 2124","Yes"," ","13181","46.484","State Executive"
"Walla Walla","Washington State Initiative Measure No. 2124","No"," ","15175","53.516","State Executive"
"Walla Walla","United States President/Vice President","Kamala D. Harris / Tim Walz","Democratic Party Nominees","13106","44.3249","Federal"
"Walla Walla","United States President/Vice President","Donald J. Trump / JD Vance","Republican Party Nominees","15476","52.3404","Federal"
"Walla Walla","United States President/Vice President","Robert F. Kennedy Jr. / Nicole Shanahan","We The People Party Nominees","402","1.3596","Federal"
"Walla Walla","United States President/Vice President","Jill Stein / Rudolph Ware","Green Party Nominees","116","0.3923","Federal"
"Walla Walla","United States President/Vice President","Claudia De la Cruz / Karina Garcia","Socialism and Liberation Party Nominees","54","0.1826","Federal"
"Walla Walla","United States President/Vice President","Rachele Fruit / Dennis Richter","Socialist Workers Party Nominees","1","0.0034","Federal"
"Walla Walla","United States President/Vice President","Joseph Kishore / Jerry White","Socialist Equality Party Nominees","4","0.0135","Federal"
"Walla Walla","United States President/Vice President","Chase Oliver / Mike ter Maat","Libertarian Party Nominees","154","0.5208","Federal"
"Walla Walla","United States President/Vice President","Cornel West / Melina Abdullah","Justice For All Party Nominees","35","0.1184","Federal"
"Walla Walla","United States President/Vice President","Shiva Ayyadurai / Crystal Ellis","Independent Candidates","25","0.0846","Federal"
"Walla Walla","United States President/Vice President","WRITE-IN"," ","195","0.6595","Federal"
"Walla Walla","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","13621","47.0566","Federal"
"Walla Walla","United States U.S. Senator","Dr Raul Garcia","(Prefers GOP Party)","15293","52.8329","Federal"
"Walla Walla","United States U.S. Senator","WRITE-IN"," ","32","0.1106","Federal"
"Walla Walla","CONGRESSIONAL DISTRICT 5 U.S. Representative","Michael Baumgartner","(Prefers Republican Party)","17178","59.4333","Congressional"
"Walla Walla","CONGRESSIONAL DISTRICT 5 U.S. Representative","Carmela Conroy","(Prefers Democratic Party)","11712","40.5217","Congressional"
"Walla Walla","CONGRESSIONAL DISTRICT 5 U.S. Representative","WRITE-IN"," ","13","0.045","Congressional"
"Walla Walla","Washington State Governor","Bob Ferguson","(Prefers Democratic Party)","12408","42.5471","State Executive"
"Walla Walla","Washington State Governor","Dave Reichert","(Prefers Republican Party)","16730","57.3672","State Executive"
"Walla Walla","Washington State Governor","WRITE-IN"," ","25","0.0857","State Executive"
"Walla Walla","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","12018","41.7582","State Executive"
"Walla Walla","Washington State Lt. Governor","Dan Matthews","(Prefers Republican Party)","16753","58.2106","State Executive"
"Walla Walla","Washington State Lt. Governor","WRITE-IN"," ","9","0.0313","State Executive"
"Walla Walla","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","12999","45.3069","State Executive"
"Walla Walla","Washington State Secretary of State","Dale Whitaker","(Prefers Republican Party)","15682","54.6583","State Executive"
"Walla Walla","Washington State Secretary of State","WRITE-IN"," ","10","0.0349","State Executive"
"Walla Walla","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","12569","43.9768","State Executive"
"Walla Walla","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","16003","55.9917","State Executive"
"Walla Walla","Washington State State Treasurer","WRITE-IN"," ","9","0.0315","State Executive"
"Walla Walla","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","12705","44.4728","State Executive"
"Walla Walla","Washington State State Auditor","Matt Hawkins","(Prefers Republican Party)","15850","55.4817","State Executive"
"Walla Walla","Washington State State Auditor","WRITE-IN"," ","13","0.0455","State Executive"
"Walla Walla","Washington State Attorney General","Pete Serrano","(Prefers Republican Party)","16597","57.8353","State Executive"
"Walla Walla","Washington State Attorney General","Nick Brown","(Prefers Democratic Party)","12089","42.1264","State Executive"
"Walla Walla","Washington State Attorney General","WRITE-IN"," ","11","0.0383","State Executive"
"Walla Walla","Washington State Commissioner of Public Lands","Jaime Herrera Beutler","(Prefers Republican Party)","17263","60.5528","State Executive"
